# -----------------------------------------------------------------------
# --- OP 1 - WS 8.0 - RPM 4.00 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
041 ;    0.108 ;  1.0000 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld coll., node 2/s
042 ;    0.108 ;  1.0000 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
043 ;    0.108 ;  1.0000 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
044 ;    0.108 ;  1.0000 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
045 ;    0.108 ;  1.0000 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
046 ;    0.109 ;  1.0000 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
047 ;    0.109 ;  1.0000 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
048 ;    0.110 ;  1.0000 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
049 ;    0.110 ;  1.0000 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
050 ;    0.112 ;  1.0000 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
051 ;    0.112 ;  1.0000 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
052 ;    0.115 ;  1.0000 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
053 ;    0.115 ;  1.0000 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
054 ;    0.118 ;  0.9999 ; AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
055 ;    0.118 ;  0.9999 ; AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
056 ;    0.123 ;  0.9999 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
057 ;    0.123 ;  0.9999 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
058 ;    0.129 ;  0.9998 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
059 ;    0.129 ;  0.9998 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
060 ;    0.136 ;  0.9997 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
061 ;    0.136 ;  0.9997 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
062 ;    0.145 ;  0.9996 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
063 ;    0.145 ;  0.9996 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
064 ;    0.157 ;  0.9994 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
065 ;    0.157 ;  0.9994 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
066 ;    0.174 ;  0.9991 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
067 ;    0.174 ;  0.9991 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
068 ;    0.196 ;  0.9988 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
069 ;    0.196 ;  0.9988 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
070 ;    0.221 ;  0.9985 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
071 ;    0.221 ;  0.9985 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
072 ;    0.248 ;  0.9982 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
073 ;    0.248 ;  0.9982 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
074 ;    0.286 ;  0.9978 ; AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
075 ;    0.286 ;  0.9978 ; AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
076 ;    0.310 ;  0.9976 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
077 ;    0.310 ;  0.9976 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 3 - WS 8.0 - RPM 1.74 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
001 ;    0.009 ; -0.1322 ; ED Variable speed generator DOF - ED 1st FLAP coll. - ED 1st FLAP cos - ED 1st EDGE cos - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 15/s
013 ;    0.069 ;  0.4178 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
015 ;    0.069 ;  0.4180 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
016 ;    0.069 ;  0.4180 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
018 ;    0.070 ;  0.4182 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
020 ;    0.070 ;  0.4185 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
022 ;    0.070 ;  0.4190 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
024 ;    0.070 ;  0.4196 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
026 ;    0.070 ;  0.4204 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
028 ;    0.071 ;  0.4215 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
030 ;    0.071 ;  0.4228 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
032 ;    0.071 ;  0.4245 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
034 ;    0.072 ;  0.4266 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
081 ;    0.321 ;  0.0036 ; ED 1st tower SS
082 ;    0.330 ;  0.0026 ; ED 1st tower FA
083 ;    0.639 ;  0.0388 ; ED 1st FLAP sin
084 ;    0.695 ;  0.0349 ; NoMax - ED 1st FLAP cos - ED 1st FLAP sin - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
085 ;    0.974 ; -0.0001 ; NoMax - ED 1st FLAP coll. - ED 1st FLAP cos - ED 1st EDGE sin - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s
086 ;    1.073 ; -0.0563 ; ED 1st EDGE sin
087 ;    1.197 ;  0.0053 ; NoMax - ED 1st FLAP coll. - ED 1st EDGE sin - ED 2nd FLAP sin - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
088 ;    1.670 ;  0.0460 ; NoMax - ED 2nd FLAP sin - ED 1st FLAP coll. - ED Variable speed generator DOF - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s
089 ;    1.722 ;  0.0376 ; ED 2nd FLAP sin
090 ;    1.912 ; -0.0044 ; ED 2nd FLAP cos
091 ;    1.987 ;  0.0172 ; ED 2nd FLAP coll.
092 ;    2.903 ;  0.0102 ; ED 2nd tower FA
093 ;    2.954 ;  0.0102 ; ED 1st EDGE coll. - ED 2nd tower SS
094 ;    3.927 ;  0.0537 ; ED Drivetrain-rot
095 ;    6.170 ;  0.0401 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
005 ;    0.069 ;  0.4176 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 5/s
006 ;    0.069 ;  0.4176 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 2/s
007 ;    0.069 ;  0.4176 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
008 ;    0.069 ;  0.4176 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 1/s
009 ;    0.069 ;  0.4177 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
010 ;    0.069 ;  0.4177 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld cos, node 1/s
011 ;    0.069 ;  0.4177 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 1/s
012 ;    0.069 ;  0.4177 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 5/s
014 ;    0.069 ;  0.4178 ; NoMax - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld cos, node 1/s
017 ;    0.070 ;  0.4182 ; NoMax - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 19/s
019 ;    0.070 ;  0.4185 ; NoMax - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 19/s
021 ;    0.070 ;  0.4190 ; NoMax - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld cos, node 19/s
023 ;    0.070 ;  0.4196 ; NoMax - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 19/s
025 ;    0.070 ;  0.4204 ; NoMax - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld cos, node 19/s
027 ;    0.071 ;  0.4215 ; NoMax - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld cos, node 19/s
029 ;    0.071 ;  0.4228 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 19/s
031 ;    0.071 ;  0.4245 ; NoMax - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
033 ;    0.072 ;  0.4266 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
035 ;    0.072 ;  0.4286 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 19/s
036 ;    0.072 ;  0.4286 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 19/s
037 ;    0.072 ;  0.4305 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s
038 ;    0.072 ;  0.4305 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 19/s
039 ;    0.072 ;  0.4326 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 19/s
040 ;    0.072 ;  0.4326 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
041 ;    0.072 ;  0.4338 ; NoMax - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
042 ;    0.072 ;  0.4338 ; NoMax - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld coll., node 19/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 13/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 2/s
004 ;    0.040 ;  1.0000 ; NoMax - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 7/s
043 ;    0.113 ;  0.9988 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
044 ;    0.113 ;  0.9988 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
045 ;    0.113 ;  0.9989 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
046 ;    0.113 ;  0.9989 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
047 ;    0.114 ;  0.9989 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
048 ;    0.114 ;  0.9989 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
049 ;    0.114 ;  0.9990 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
050 ;    0.114 ;  0.9990 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
051 ;    0.115 ;  0.9991 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
052 ;    0.115 ;  0.9991 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
053 ;    0.117 ;  0.9993 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
054 ;    0.117 ;  0.9993 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
055 ;    0.120 ;  0.9995 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
056 ;    0.120 ;  0.9995 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
057 ;    0.124 ;  0.9997 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
058 ;    0.124 ;  0.9997 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
059 ;    0.128 ;  0.9999 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
060 ;    0.128 ;  0.9999 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
061 ;    0.134 ;  1.0000 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
062 ;    0.134 ;  1.0000 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
063 ;    0.141 ;  1.0000 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
064 ;    0.141 ;  1.0000 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
065 ;    0.151 ;  0.9998 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
066 ;    0.151 ;  0.9998 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
067 ;    0.163 ;  0.9995 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
068 ;    0.163 ;  0.9995 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
069 ;    0.179 ;  0.9989 ; AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
070 ;    0.179 ;  0.9989 ; AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
071 ;    0.201 ;  0.9980 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
072 ;    0.201 ;  0.9980 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
073 ;    0.227 ;  0.9970 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
074 ;    0.227 ;  0.9970 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
075 ;    0.254 ;  0.9960 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
076 ;    0.254 ;  0.9960 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
077 ;    0.292 ;  0.9948 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
078 ;    0.292 ;  0.9948 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
079 ;    0.316 ;  0.9942 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
080 ;    0.316 ;  0.9942 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 4 - WS 8.0 - RPM 2.47 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
015 ;    0.088 ;  0.2769 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
017 ;    0.088 ;  0.2765 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
018 ;    0.088 ;  0.2760 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
019 ;    0.088 ;  0.2760 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
020 ;    0.088 ;  0.2754 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
021 ;    0.088 ;  0.2754 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
023 ;    0.088 ;  0.2748 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
025 ;    0.089 ;  0.2742 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
027 ;    0.089 ;  0.2736 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
029 ;    0.089 ;  0.2730 ; NoMax - ED Variable speed generator DOF - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
030 ;    0.090 ;  0.2725 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
031 ;    0.090 ;  0.2725 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
040 ;    0.092 ;  0.2736 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
044 ;    0.106 ;  0.0732 ; ED Variable speed generator DOF - ED 1st FLAP coll. - ED 1st FLAP sin - ED 2nd FLAP coll. - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 11/s
